gene_id	gene_name	gene_biotype	PH7MLH_1_tpm	PH7MLH_1_count	PH7MLH_2_count	PH7MLH_2_count
ENSG00000070501	POLB	protein_coding	18.06093326	18.06093326	19.18601695	19.18601695
ENSG00000070526	ST6GALNAC1	protein_coding	0	0	0	0
ENSG00000070540	WIPI1	protein_coding	3.111288316	3.111288316	5.119303277	5.119303276
ENSG00000070601	FRMPD1	protein_coding	0.036778742	0.036778742	0.02088215	0.02088215
ENSG00000070610	GBA2	protein_coding	8.481275419	8.48127542	9.26752583	9.26752583
ENSG00000070614	NDST1	protein_coding	2.772008173	2.772008173	2.582154166	2.582154165
ENSG00000070669	ASNS	protein_coding	11.86527403	11.86527403	15.45892795	15.45892796
ENSG00000070718	AP3M2	protein_coding	4.279458078	4.279458079	3.856170488	3.856170488
ENSG00000070729	CNGB1	protein_coding	0	0	0	0
ENSG00000070731	ST6GALNAC2	protein_coding	0.288000932	0.288000932	0.072675781	0.072675782
ENSG00000070748	CHAT	protein_coding	0	0	0	0
ENSG00000070756	PABPC1	protein_coding	146.7219997	146.7219997	121.8879072	121.8879072
ENSG00000070759	TESK2	protein_coding	0.63631446	0.636314461	0.444658665	0.444658665
ENSG00000070761	CFAP20	protein_coding	35.84815647	35.84815647	43.31035383	43.31035382
ENSG00000070770	CSNK2A2	protein_coding	8.23004498	8.230044979	18.1013397	18.1013397
ENSG00000070778	PTPN21	protein_coding	1.940977848	1.940977848	2.424496692	2.424496692
ENSG00000070785	EIF2B3	protein_coding	13.00628307	13.00628307	8.97745117	8.977451169
ENSG00000070808	CAMK2A	protein_coding	0.068423504	0.068423504	0.103598241	0.103598241
ENSG00000070814	TCOF1	protein_coding	19.58887513	19.58887513	15.85864569	15.85864569
ENSG00000070831	CDC42	protein_coding	11.4645994	11.4645994	16.51937623	16.51937623
ENSG00000070882	OSBPL3	protein_coding	5.697044754	5.697044753	3.899724257	3.899724258
ENSG00000070886	EPHA8	protein_coding	0	0	0	0
ENSG00000070915	SLC12A3	protein_coding	0	0	0	0
ENSG00000070950	RAD18	protein_coding	5.885214918	5.88521492	7.213383507	7.213383507
ENSG00000070961	ATP2B1	protein_coding	24.9674713	24.96747129	63.12498481	63.12498481
ENSG00000070985	TRPM5	protein_coding	0	0	0	0
ENSG00000071051	NCK2	protein_coding	17.90507429	17.90507429	31.01643779	31.01643779
ENSG00000071054	MAP4K4	protein_coding	27.92811028	27.92811028	38.33419694	38.33419694
ENSG00000071073	MGAT4A	protein_coding	3.431724607	3.431724607	3.266873556	3.266873555
ENSG00000071082	RPL31	protein_coding	929.3689718	929.3689719	699.8820468	699.882047
ENSG00000071127	WDR1	protein_coding	16.45433998	16.45433998	12.85750491	12.85750492
ENSG00000071189	SNX13	protein_coding	3.125622477	3.125622478	5.494759348	5.494759348
ENSG00000071203	MS4A12	protein_coding	0	0	0	0
ENSG00000071205	ARHGAP10	protein_coding	1.128237381	1.128237382	0.067430319	0.067430319
ENSG00000071242	RPS6KA2	protein_coding	8.174134254	8.174134253	28.60836209	28.60836209
ENSG00000071243	ING3	protein_coding	7.904296344	7.904296346	12.0151795	12.0151795
ENSG00000071246	VASH1	protein_coding	3.071052994	3.071052994	2.564228568	2.564228568
ENSG00000071282	LMCD1	protein_coding	0.023523278	0.023523278	2.484214651	2.484214651
ENSG00000071462	BUD23	protein_coding	189.9742276	189.9742277	158.2246463	158.2246463
ENSG00000071537	SEL1L	protein_coding	7.216016712	7.216016713	9.218460198	9.218460197
ENSG00000071539	TRIP13	protein_coding	30.14083872	30.14083872	57.06912283	57.06912283
ENSG00000071553	ATP6AP1	protein_coding	23.9324028	23.9324028	22.95660534	22.95660534
ENSG00000071564	TCF3	protein_coding	40.07273561	40.07273561	49.00120732	49.00120731
ENSG00000071575	TRIB2	protein_coding	117.974299	117.974299	186.228102	186.228102
ENSG00000071626	DAZAP1	protein_coding	29.68318799	29.68318798	16.70544575	16.70544575
ENSG00000071655	MBD3	protein_coding	20.62596539	20.62596539	10.50163667	10.50163667
ENSG00000071677	PRLH	protein_coding	0	0	0	0
ENSG00000071794	HLTF	protein_coding	12.80916348	12.80916348	30.53754516	30.53754515
ENSG00000071859	FAM50A	protein_coding	29.56830705	29.56830705	25.55616524	25.55616524
ENSG00000071889	FAM3A	protein_coding	7.72047208	7.720472082	6.770572885	6.770572887
ENSG00000071894	CPSF1	protein_coding	30.73842392	30.73842392	21.04027667	21.04027667
ENSG00000071909	MYO3B	protein_coding	0.211241091	0.211241091	0.119937983	0.119937982
ENSG00000071967	CYBRD1	protein_coding	21.65476458	21.65476458	19.05142499	19.05142499
ENSG00000071991	CDH19	protein_coding	5.056053099	5.0560531	4.784523723	4.784523723
ENSG00000071994	PDCD2	protein_coding	23.67483881	23.67483881	26.76969098	26.76969098
ENSG00000072041	SLC6A15	protein_coding	6.041805911	6.041805912	2.935103919	2.935103919
ENSG00000072042	RDH11	protein_coding	82.27414035	82.27414036	85.6113305	85.61133051
ENSG00000072062	PRKACA	protein_coding	16.28820114	16.28820114	12.36446061	12.36446061
ENSG00000072071	ADGRL1	protein_coding	20.97349109	20.97349109	20.92620195	20.92620195
ENSG00000072080	SPP2	protein_coding	0	0	0	0
ENSG00000072110	ACTN1	protein_coding	43.91812212	43.91812213	13.57137301	13.57137301
ENSG00000072121	ZFYVE26	protein_coding	0.931008805	0.931008805	0.917286959	0.917286959
ENSG00000072133	RPS6KA6	protein_coding	0.852741241	0.852741241	0.511065659	0.511065659
ENSG00000072134	EPN2	protein_coding	3.558223151	3.558223151	10.85452095	10.85452095
ENSG00000072135	PTPN18	protein_coding	6.946577861	6.946577862	2.968686487	2.968686487
ENSG00000072163	LIMS2	protein_coding	0.09949569	0.09949569	0.960354387	0.960354387
ENSG00000072182	ASIC4	protein_coding	0.331386977	0.331386977	9.736976633	9.736976634
ENSG00000072195	SPEG	protein_coding	1.363505173	1.363505174	0.506464942	0.506464942
ENSG00000072201	LNX1	protein_coding	1.682357172	1.682357171	12.31152978	12.31152978
ENSG00000072210	ALDH3A2	protein_coding	3.431835284	3.431835284	2.440334742	2.440334742
ENSG00000072274	TFRC	protein_coding	9.886803943	9.886803943	15.30065588	15.30065588
ENSG00000072310	SREBF1	protein_coding	37.31149328	37.31149328	19.41364351	19.41364351
ENSG00000072315	TRPC5	protein_coding	0	0	0	0
ENSG00000072364	AFF4	protein_coding	5.594956837	5.594956836	18.77632244	18.77632244
ENSG00000072401	UBE2D1	protein_coding	14.85605726	14.85605726	26.8996556	26.8996556
ENSG00000072415	PALS1	protein_coding	1.381047496	1.381047496	1.624265102	1.624265102
ENSG00000072422	RHOBTB1	protein_coding	4.459277604	4.459277605	8.244298301	8.2442983
ENSG00000072501	SMC1A	protein_coding	14.57850257	14.57850257	17.23877593	17.23877593
ENSG00000072506	HSD17B10	protein_coding	91.98101601	91.98101602	78.20593748	78.20593748
ENSG00000072518	MARK2	protein_coding	14.9235326	14.9235326	5.200077686	5.200077687
ENSG00000072571	HMMR	protein_coding	9.116614867	9.116614865	36.95500716	36.95500716
ENSG00000072609	CHFR	protein_coding	1.947199022	1.947199023	0.28439259	0.28439259
ENSG00000072657	TRHDE	protein_coding	1.844191225	1.844191225	0	0
ENSG00000072682	P4HA2	protein_coding	5.399422941	5.39942294	5.240641956	5.240641956
ENSG00000072694	FCGR2B	protein_coding	0.027916907	0.027916907	2.40929079	2.40929079
ENSG00000072736	NFATC3	protein_coding	8.618893208	8.618893208	9.689078095	9.689078095
ENSG00000072756	TRNT1	protein_coding	3.315633557	3.315633557	3.58700726	3.58700726
ENSG00000072778	ACADVL	protein_coding	14.1683354	14.1683354	7.150635541	7.150635539
ENSG00000072786	STK10	protein_coding	1.947086216	1.947086216	1.282940022	1.282940022
ENSG00000072803	FBXW11	protein_coding	6.053882466	6.053882467	16.07454296	16.07454296
ENSG00000072818	ACAP1	protein_coding	0.1218471	0.1218471	0	0
ENSG00000072832	CRMP1	protein_coding	24.64122473	24.64122473	74.51908908	74.51908908
ENSG00000072840	EVC	protein_coding	0.882797929	0.882797929	0.760491424	0.760491424
ENSG00000072849	DERL2	protein_coding	10.86852459	10.86852459	7.234855272	7.234855274
ENSG00000072858	SIDT1	protein_coding	0	0	0	0
ENSG00000072864	NDE1	protein_coding	6.262498151	6.262498152	7.520602163	7.520602164
ENSG00000072952	IRAG1	protein_coding	0	0	0.128286912	0.128286912
ENSG00000072954	TMEM38A	protein_coding	7.918733793	7.918733795	6.723948924	6.723948924
ENSG00000072958	AP1M1	protein_coding	6.061430552	6.061430552	5.431759247	5.431759248
ENSG00000073008	PVR	protein_coding	8.3990243	8.3990243	1.668596662	1.668596662
ENSG00000073050	XRCC1	protein_coding	9.642585708	9.642585705	15.14779304	15.14779304
ENSG00000073060	SCARB1	protein_coding	32.05927084	32.05927083	10.61007081	10.61007081
ENSG00000073067	CYP2W1	protein_coding	0	0	0	0
ENSG00000073111	MCM2	protein_coding	43.91147801	43.91147801	51.02237119	51.02237119
ENSG00000073146	MOV10L1	protein_coding	0	0	0	0
ENSG00000073150	PANX2	protein_coding	1.822201191	1.822201191	0.477510098	0.477510099
ENSG00000073169	SELENOO	protein_coding	20.05861489	20.05861488	13.87848652	13.87848652
ENSG00000073282	TP63	protein_coding	0	0	0	0
ENSG00000073331	ALPK1	protein_coding	0.540283204	0.540283204	0.05937305	0.05937305
ENSG00000073350	LLGL2	protein_coding	0.585011756	0.585011756	0.04920839	0.04920839
ENSG00000073417	PDE8A	protein_coding	5.624701531	5.62470153	2.871538441	2.871538441
ENSG00000073464	CLCN4	protein_coding	3.326438045	3.326438046	0.650200404	0.650200404
ENSG00000073536	NLE1	protein_coding	5.767374515	5.767374514	7.845481329	7.845481328
ENSG00000073578	SDHA	protein_coding	7.711073372	7.711073371	11.77077446	11.77077446
ENSG00000073584	SMARCE1	protein_coding	8.062503186	8.062503187	16.75986548	16.75986548
ENSG00000073598	FNDC8	protein_coding	0	0	0.18265703	0.182657031
ENSG00000073605	GSDMB	protein_coding	0.257799988	0.257799987	1.714656146	1.714656146
ENSG00000073614	KDM5A	protein_coding	8.027091233	8.027091233	19.61617161	19.61617161
ENSG00000073670	ADAM11	protein_coding	2.846619641	2.846619641	1.949758493	1.949758493
ENSG00000073711	PPP2R3A	protein_coding	2.920786572	2.920786573	3.60263871	3.602638711
ENSG00000073712	FERMT2	protein_coding	9.059276355	9.059276354	16.57920894	16.57920894
ENSG00000073734	ABCB11	protein_coding	0.112142686	0.112142686	0	0
ENSG00000073737	DHRS9	protein_coding	0.060025588	0.060025588	0.102243571	0.102243571
ENSG00000073754	CD5L	protein_coding	0	0	0	0
ENSG00000073756	PTGS2	protein_coding	0.277590979	0.277590978	0.135094259	0.135094259
ENSG00000073792	IGF2BP2	protein_coding	22.38343104	22.38343104	8.584022916	8.584022913
ENSG00000073803	MAP3K13	protein_coding	14.54817397	14.54817397	15.3138815	15.3138815
ENSG00000073849	ST6GAL1	protein_coding	7.578846133	7.578846134	11.29662052	11.29662052
ENSG00000073861	TBX21	protein_coding	1.050202506	1.050202507	2.201655031	2.201655031
ENSG00000073905	VDAC1P1	processed_pseudogene	3.482640703	3.482640703	3.663514161	3.663514161
ENSG00000073910	FRY	protein_coding	0.426824212	0.426824212	0.720474052	0.720474052
ENSG00000073921	PICALM	protein_coding	18.46218421	18.46218421	20.33066567	20.33066567
ENSG00000073969	NSF	protein_coding	5.849376779	5.84937678	14.16334896	14.16334896
ENSG00000074047	GLI2	protein_coding	5.898897931	5.89889793	0.095693221	0.095693221
ENSG00000074054	CLASP1	protein_coding	12.38015806	12.38015806	13.11703912	13.11703912
ENSG00000074071	MRPS34	protein_coding	313.3646353	313.3646353	166.5647654	166.5647654
ENSG00000074181	NOTCH3	protein_coding	4.226863636	4.226863635	13.61032197	13.61032197
ENSG00000074201	CLNS1A	protein_coding	35.13870005	35.13870005	28.51365569	28.51365569
ENSG00000074211	PPP2R2C	protein_coding	0.092877516	0.092877516	0	0
ENSG00000074219	TEAD2	protein_coding	25.79651414	25.79651414	16.07563058	16.07563058
ENSG00000074266	EED	protein_coding	14.20963216	14.20963216	6.769627613	6.769627613
ENSG00000074276	CDHR2	protein_coding	0	0	0	0
ENSG00000074317	SNCB	protein_coding	2.48491269	2.48491269	1.362227062	1.362227062
ENSG00000074319	TSG101	protein_coding	22.52852116	22.52852116	37.71797533	37.71797533
ENSG00000074356	NCBP3	protein_coding	3.309367231	3.30936723	2.550050986	2.550050985
ENSG00000074370	ATP2A3	protein_coding	0.648066805	0.648066805	0.070087216	0.070087216
ENSG00000074410	CA12	protein_coding	93.80195389	93.80195389	112.5371875	112.5371875
ENSG00000074416	MGLL	protein_coding	14.91982755	14.91982755	2.496327891	2.496327892
ENSG00000074527	NTN4	protein_coding	0.23757123	0.23757123	0.323730355	0.323730355
ENSG00000074582	BCS1L	protein_coding	16.28596261	16.28596261	7.439160116	7.439160117
ENSG00000074590	NUAK1	protein_coding	5.029331602	5.029331601	3.126506237	3.126506237
ENSG00000074603	DPP8	protein_coding	9.551298015	9.551298016	13.44109012	13.44109012
ENSG00000074621	SLC24A1	protein_coding	0.933667486	0.933667486	0.897118681	0.897118681
ENSG00000074657	ZNF532	protein_coding	2.87171681	2.87171681	1.680491307	1.680491307
ENSG00000074660	SCARF1	protein_coding	0.043183619	0.043183619	0	0
ENSG00000074695	LMAN1	protein_coding	37.61275482	37.61275481	47.7743554	47.7743554
ENSG00000074696	HACD3	protein_coding	40.86426756	40.86426755	36.37794751	36.37794752
ENSG00000074706	IPCEF1	protein_coding	0.42010181	0.42010181	0.265027158	0.265027158
ENSG00000074755	ZZEF1	protein_coding	1.629132531	1.629132531	2.007255186	2.007255186
ENSG00000074771	NOX3	protein_coding	0	0	0	0
ENSG00000074800	ENO1	protein_coding	778.821427	778.821427	988.0350602	988.0350604
ENSG00000074803	SLC12A1	protein_coding	0	0	0.019236042	0.019236042
ENSG00000074842	MYDGF	protein_coding	371.8562778	371.8562778	136.5085197	136.5085197
ENSG00000074855	ANO8	protein_coding	6.517663448	6.517663447	16.03586402	16.03586402
ENSG00000074935	TUBE1	protein_coding	3.007242128	3.007242128	6.202555448	6.202555448
ENSG00000074964	ARHGEF10L	protein_coding	0.715707064	0.715707064	1.219087547	1.219087547
ENSG00000074966	TXK	protein_coding	0.064907537	0.064907537	0	0
ENSG00000075035	WSCD2	protein_coding	1.613298989	1.613298989	0	0
ENSG00000075043	KCNQ2	protein_coding	9.457545683	9.457545683	7.044232248	7.044232248
ENSG00000075073	TACR2	protein_coding	0	0	0.422574103	0.422574103
ENSG00000075089	ACTR6	protein_coding	16.42164097	16.42164097	32.11545457	32.11545457
ENSG00000075131	TIPIN	protein_coding	17.7018702	17.7018702	13.62079865	13.62079865
ENSG00000075142	SRI	protein_coding	332.9827955	332.9827955	373.2235889	373.2235889
ENSG00000075151	EIF4G3	protein_coding	9.588194928	9.58819493	15.18907326	15.18907326
ENSG00000075188	NUP37	protein_coding	32.29669166	32.29669166	46.02035518	46.02035518
ENSG00000075213	SEMA3A	protein_coding	18.06522604	18.06522604	8.025178291	8.025178291
ENSG00000075218	GTSE1	protein_coding	47.5437687	47.5437687	25.08066945	25.08066945
ENSG00000075223	SEMA3C	protein_coding	2.1358357	2.1358357	0.796386797	0.796386797
ENSG00000075234	TTC38	protein_coding	4.079453154	4.079453154	2.769915634	2.769915634
ENSG00000075239	ACAT1	protein_coding	46.90558313	46.90558315	34.33962264	34.33962262
ENSG00000075240	GRAMD4	protein_coding	9.477021492	9.477021491	8.354464478	8.354464479
ENSG00000075275	CELSR1	protein_coding	3.239387733	3.239387733	0.030782463	0.030782463
ENSG00000075290	WNT8B	protein_coding	0	0	0	0
ENSG00000075292	ZNF638	protein_coding	5.455582015	5.455582015	9.051971588	9.051971588
ENSG00000075303	SLC25A40	protein_coding	7.48323538	7.483235381	10.74228502	10.74228502
ENSG00000075336	TIMM21	protein_coding	14.42336166	14.42336166	10.00647723	10.00647723
ENSG00000075340	ADD2	protein_coding	2.078733491	2.07873349	4.318019028	4.318019027
ENSG00000075388	FGF4	protein_coding	0	0	0	0
ENSG00000075391	RASAL2	protein_coding	0.901364337	0.901364337	0.830881076	0.830881076
ENSG00000075399	VPS9D1	protein_coding	2.006925746	2.006925745	7.090145672	7.090145672
ENSG00000075407	ZNF37A	protein_coding	2.770652023	2.770652023	3.128453598	3.128453599
ENSG00000075413	MARK3	protein_coding	6.947890579	6.947890579	11.11370969	11.1137097
ENSG00000075415	SLC25A3	protein_coding	77.33342569	77.3334257	121.3608494	121.3608494
ENSG00000075420	FNDC3B	protein_coding	16.51171066	16.51171066	11.37186518	11.37186518
ENSG00000075426	FOSL2	protein_coding	2.823926479	2.823926479	3.275686828	3.275686828
ENSG00000075429	CACNG5	protein_coding	2.07684787	2.07684787	0	0
ENSG00000075461	CACNG4	protein_coding	6.551478939	6.55147894	10.608272	10.608272
ENSG00000075539	FRYL	protein_coding	2.866197083	2.866197083	8.747075086	8.747075087
ENSG00000075568	TMEM131	protein_coding	6.782298814	6.782298814	7.615424749	7.615424748
ENSG00000075618	FSCN1	protein_coding	224.778519	224.778519	242.1545277	242.1545277
ENSG00000075624	ACTB	protein_coding	2664.519893	2664.519893	1997.856898	1997.856898
ENSG00000075643	MOCOS	protein_coding	1.374827437	1.374827437	0.106444959	0.106444959
ENSG00000075651	PLD1	protein_coding	0.992933515	0.992933515	1.633769449	1.633769449
ENSG00000075673	ATP12A	protein_coding	0.098314966	0.098314966	0	0
ENSG00000075702	WDR62	protein_coding	3.738173675	3.738173674	2.041596374	2.041596374
ENSG00000075711	DLG1	protein_coding	5.004492338	5.004492338	4.864662894	4.864662894
ENSG00000075785	RAB7A	protein_coding	23.54928883	23.54928883	33.77392689	33.77392689
ENSG00000075790	BCAP29	protein_coding	7.848139183	7.848139184	7.765339349	7.765339349
ENSG00000075826	SEC31B	protein_coding	0.311008515	0.311008514	3.060784152	3.060784152
ENSG00000075856	SART3	protein_coding	9.37773123	9.37773123	17.34071038	17.34071038
ENSG00000075884	ARHGAP15	protein_coding	1.785095595	1.785095595	1.851655017	1.851655017
ENSG00000075886	TUBA3D	protein_coding	0	0	0	0
ENSG00000075891	PAX2	protein_coding	0	0	0	0
ENSG00000075914	EXOSC7	protein_coding	50.69151429	50.69151429	55.30211437	55.30211434
ENSG00000075945	KIFAP3	protein_coding	7.754400341	7.754400343	6.498744893	6.498744893
ENSG00000075975	MKRN2	protein_coding	4.252555059	4.252555058	9.297649809	9.29764981
ENSG00000076003	MCM6	protein_coding	65.38258703	65.38258701	52.81262452	52.81262453
ENSG00000076043	REXO2	protein_coding	58.00426412	58.00426412	29.52548138	29.52548138
ENSG00000076053	RBM7	protein_coding	7.239896605	7.239896604	8.628454063	8.628454063
ENSG00000076067	RBMS2	protein_coding	3.768210599	3.768210599	4.784837639	4.784837637
ENSG00000076108	BAZ2A	protein_coding	10.84442778	10.84442778	11.45318619	11.45318618
ENSG00000076201	PTPN23	protein_coding	7.028465642	7.028465641	9.019127697	9.019127695
ENSG00000076242	MLH1	protein_coding	4.368098397	4.368098396	7.359571906	7.359571905
ENSG00000076248	UNG	protein_coding	22.62603092	22.62603092	42.06023036	42.06023036
ENSG00000076258	FMO4	protein_coding	0.751460621	0.751460621	0.11377669	0.11377669
ENSG00000076321	KLHL20	protein_coding	18.50933282	18.50933282	11.18807456	11.18807456
ENSG00000076344	RGS11	protein_coding	0.271954194	0.271954194	0.051469843	0.051469843
ENSG00000076351	SLC46A1	protein_coding	1.394406323	1.394406322	1.645520771	1.645520771
ENSG00000076356	PLXNA2	protein_coding	4.04184212	4.04184212	2.750337804	2.750337805
ENSG00000076382	SPAG5	protein_coding	16.54593012	16.54593012	29.41373287	29.41373288
ENSG00000076513	ANKRD13A	protein_coding	3.237953088	3.237953087	6.35096618	6.350966179
ENSG00000076554	TPD52	protein_coding	31.94202394	31.94202393	28.5436798	28.5436798
ENSG00000076555	ACACB	protein_coding	0.554433269	0.554433269	0.408382508	0.408382508
ENSG00000076604	TRAF4	protein_coding	55.808629	55.80862902	153.1082668	153.1082668
ENSG00000076641	PAG1	protein_coding	6.584454191	6.584454192	21.36374219	21.36374218
ENSG00000076650	GPATCH1	protein_coding	2.725552381	2.725552381	6.040272696	6.040272694
ENSG00000076662	ICAM3	protein_coding	10.82244793	10.82244793	3.570594874	3.570594874
ENSG00000076685	NT5C2	protein_coding	2.019612471	2.019612471	5.650703793	5.650703793
ENSG00000076706	MCAM	protein_coding	6.10954655	6.109546552	16.52721139	16.52721139
ENSG00000076716	GPC4	protein_coding	11.84031853	11.84031853	5.641400479	5.641400478
ENSG00000076770	MBNL3	protein_coding	6.328275552	6.328275553	6.226753152	6.226753151
ENSG00000076826	CAMSAP3	protein_coding	0.043166476	0.043166476	0	0
ENSG00000076864	RAP1GAP	protein_coding	2.1239476	2.1239476	3.576206495	3.576206496
ENSG00000076924	XAB2	protein_coding	8.273669282	8.27366928	8.18800419	8.188004193
ENSG00000076928	ARHGEF1	protein_coding	9.692159394	9.692159394	4.306689418	4.306689418
ENSG00000076944	STXBP2	protein_coding	1.701524201	1.701524201	0.162709475	0.162709475
ENSG00000076984	MAP2K7	protein_coding	26.83609888	26.83609888	15.85292476	15.85292476
ENSG00000077009	NMRK2	protein_coding	0	0	0	0
ENSG00000077044	DGKD	protein_coding	2.73590587	2.735905869	2.817770607	2.817770606
ENSG00000077063	CTTNBP2	protein_coding	1.373051939	1.373051939	3.614454759	3.614454758
ENSG00000077080	ACTL6B	protein_coding	0	0	0	0
ENSG00000077092	RARB	protein_coding	0.138151003	0.138151003	0	0
ENSG00000077097	TOP2B	protein_coding	12.59456275	12.59456275	20.30106615	20.30106615
ENSG00000077147	TM9SF3	protein_coding	21.0169945	21.0169945	37.93741136	37.93741136
ENSG00000077150	NFKB2	protein_coding	1.742569741	1.742569741	3.605785094	3.605785094
ENSG00000077152	UBE2T	protein_coding	358.8393919	358.8393918	262.4805298	262.4805299
ENSG00000077157	PPP1R12B	protein_coding	0.86368054	0.86368054	1.657946548	1.657946548
ENSG00000077232	DNAJC10	protein_coding	8.901378867	8.901378867	3.399280026	3.399280025
ENSG00000077235	GTF3C1	protein_coding	17.35741541	17.35741542	21.00591989	21.00591989
ENSG00000077238	IL4R	protein_coding	0.812648638	0.812648638	0.15755251	0.15755251
ENSG00000077254	USP33	protein_coding	7.105231121	7.105231123	9.901102073	9.901102073
ENSG00000077264	PAK3	protein_coding	3.196365295	3.196365294	2.450013691	2.450013691
ENSG00000077274	CAPN6	protein_coding	0.246288453	0.246288453	0	0
ENSG00000077279	DCX	protein_coding	4.433433536	4.433433536	0.532485615	0.532485615
ENSG00000077312	SNRPA	protein_coding	211.5067107	211.5067107	135.5871172	135.5871172
ENSG00000077327	SPAG6	protein_coding	0	0	0	0
ENSG00000077348	EXOSC5	protein_coding	14.67326985	14.67326985	11.15142993	11.15142993
ENSG00000077380	DYNC1I2	protein_coding	15.49675866	15.49675866	15.78058457	15.78058457
ENSG00000077420	APBB1IP	protein_coding	0.047701843	0.047701843	0.162504259	0.162504259
ENSG00000077454	LRCH4	protein_coding	1.749150995	1.749150995	0.552697845	0.552697845
ENSG00000077458	FAM76B	protein_coding	8.383751219	8.38375122	11.38330974	11.38330974
ENSG00000077463	SIRT6	protein_coding	14.14901487	14.14901487	12.2499706	12.2499706
ENSG00000077498	TYR	protein_coding	0.041934575	0.041934575	0	0
ENSG00000077514	POLD3	protein_coding	16.94002064	16.94002064	13.10853905	13.10853905
ENSG00000077522	ACTN2	protein_coding	0.479120299	0.479120299	2.557117951	2.557117951
ENSG00000077549	CAPZB	protein_coding	12.23432227	12.23432227	7.06824168	7.06824168
ENSG00000077585	GPR137B	protein_coding	4.534563659	4.534563659	1.798710026	1.798710026
ENSG00000077616	NAALAD2	protein_coding	0.424751374	0.424751374	0	0
ENSG00000077684	JADE1	protein_coding	11.43878891	11.43878891	15.81842131	15.81842131
ENSG00000077713	SLC25A43	protein_coding	27.04045946	27.04045946	23.13818717	23.13818717
ENSG00000077721	UBE2A	protein_coding	22.62824441	22.62824441	25.09054791	25.09054791
ENSG00000077782	FGFR1	protein_coding	9.732555447	9.732555447	11.42025122	11.42025122
ENSG00000077800	FKBP6	protein_coding	0	0	0.312202662	0.312202662
ENSG00000077935	SMC1B	protein_coding	0.152541059	0.152541059	0	0
ENSG00000077942	FBLN1	protein_coding	24.96471693	24.96471693	0.699251456	0.699251456
ENSG00000077943	ITGA8	protein_coding	0	0	0	0
ENSG00000077984	CST7	protein_coding	0	0	0.242824292	0.242824293
ENSG00000078018	MAP2	protein_coding	33.12035957	33.12035957	78.63823043	78.63823043
ENSG00000078043	PIAS2	protein_coding	4.28529845	4.28529845	8.494743026	8.494743026
ENSG00000078053	AMPH	protein_coding	0.155894411	0.155894411	0.265540114	0.265540114
ENSG00000078061	ARAF	protein_coding	8.715509119	8.715509118	5.514011413	5.514011411
ENSG00000078070	MCCC1	protein_coding	12.37208718	12.37208718	26.02738492	26.02738492
ENSG00000078081	LAMP3	protein_coding	4.822871583	4.822871583	0	0
ENSG00000078098	FAP	protein_coding	0.530573474	0.530573473	0.106322749	0.106322749
ENSG00000078114	NEBL	protein_coding	0.109466126	0.109466126	0	0
ENSG00000078124	ACER3	protein_coding	3.078243187	3.078243187	2.496033393	2.496033393
ENSG00000078140	UBE2K	protein_coding	46.20245374	46.20245375	57.3282139	57.32821388
ENSG00000078142	PIK3C3	protein_coding	1.160351031	1.160351031	2.358743453	2.358743453
ENSG00000078177	N4BP2	protein_coding	3.471097169	3.471097169	6.152777648	6.152777647
ENSG00000078237	TIGAR	protein_coding	3.506511664	3.506511664	6.801763132	6.801763132
ENSG00000078246	TULP3	protein_coding	16.72613179	16.72613179	21.79039416	21.79039416
ENSG00000078269	SYNJ2	protein_coding	2.484508797	2.484508798	4.675856555	4.675856556
ENSG00000078295	ADCY2	protein_coding	1.276064578	1.276064577	0.013670208	0.013670208
ENSG00000078304	PPP2R5C	protein_coding	16.91471053	16.91471053	29.29328226	29.29328227
ENSG00000078319	PMS2P1	transcribed_unprocessed_pseudogene	15.90750056	15.90750056	20.08269497	20.08269497
ENSG00000078328	RBFOX1	protein_coding	0.003453263	0.003453263	0.031370974	0.031370974
ENSG00000078369	GNB1	protein_coding	47.05983678	47.05983677	65.28500295	65.28500296
ENSG00000078399	HOXA9	protein_coding	0.143404355	0.143404355	0.407108978	0.407108978
ENSG00000078401	EDN1	protein_coding	0.047964866	0.047964866	0.054466763	0.054466764
ENSG00000078403	MLLT10	protein_coding	5.571360009	5.57136001	5.788154996	5.788154996
ENSG00000078487	ZCWPW1	protein_coding	1.58516689	1.58516689	1.661579855	1.661579855
ENSG00000078549	ADCYAP1R1	protein_coding	0.806718547	0.806718547	0.105700801	0.105700802
ENSG00000078579	FGF20	protein_coding	0	0	0	0
ENSG00000078589	P2RY10	protein_coding	0	0	0.069058251	0.069058251
ENSG00000078596	ITM2A	protein_coding	15.98910315	15.98910316	0	0
ENSG00000078618	NRDC	protein_coding	10.21683843	10.21683843	13.81165022	13.81165022
ENSG00000078668	VDAC3	protein_coding	51.11947998	51.11947999	29.14936209	29.14936209
ENSG00000078674	PCM1	protein_coding	8.025576654	8.025576654	9.301369172	9.301369171
ENSG00000078687	TNRC6C	protein_coding	10.91704475	10.91704475	24.31136691	24.31136691
ENSG00000078699	CBFA2T2	protein_coding	2.207611246	2.207611246	1.958488204	1.958488204
ENSG00000078725	BRINP1	protein_coding	0.054259657	0.054259657	0.061614847	0.061614847
ENSG00000078747	ITCH	protein_coding	3.356914745	3.356914745	1.905981356	1.905981356
ENSG00000078795	PKD2L2	protein_coding	0.04673817	0.04673817	0.07058813	0.07058813
